Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
1211,1602," A funny little hat, gift to the head, gift to the head. With a yellow chicken, in the fish ... On a boat, on a boat
",1,1,4,5,1,3,3,1,2,2,4,1,"Un petit chapeau rigolo, don à la tête, don à la tête. Avec un poulet jaune, en les poissons... Surun bateau, sur un bateau
",1,2,3,5,1,3,4,1,2,3,2,1
1212,1603,"Shut the fuck up! I'm saying, and it's funnier because we just talked aboutlame ass people doing that
",,,,,,,,,,,,,"Ctfuu! I'm saying & it's funnier cause we just talked aboutlame ass people doing that
",,,,,,,,,,,,
1213,1604,"I pry into others business, yes I do, I'm going to look when I think something isn't right. Screw whoever doesn't like it, I'm nothere to please you
",3,4,1,1,5,1,1,5,1,4,3,1,"I'm nosey sometimes Damn right imma peep when I think something ain't right fuck who do like it I ain'there to make u happy
",2,3,1,1,4,1,2,5,1,3,4,1
1214,1605,"Shaking my head. Pull, pull, pull your track. Pull them out of your hair. She is going to scream untilthey all fall down everywhere.
",,,,,,,,,,,,,"Smh Pull, pull pull yo track pull them out your hair she gonna scream tillthey all fall down everywear
",,,,,,,,,,,,
1215,1606,"I don't even know that woman. But she knows you can't be cool with everybody, no matter how correct it is
",3,3,2,1,4,3,1,4,1,3,3,1,"Ion even know dat broad...but she know...u cant be cool wit everybody nomatter how right it is
",2,3,1,1,4,1,4,5,3,1,4,2
1216,1607,"America is boring. I want something new. Everything is so repetitive: inauthentic people afraid to be themselves, people with weaves, etc
",2,3,1,1,4,2,1,4,2,3,5,1,"America is boring...I want something new everything is so repetitive...wanna be's afraidto be themselves, weave, ect.....
",3,2,1,2,4,1,2,3,2,3,4,1
1217,1608,"I am ready for football season! The National Basketball Association is full of cowards who cry about everything. Oh my! How the gamehas changed over the years
",2,4,1,1,4,2,1,4,2,3,4,1,"I'm ready for football season!!! The NBA is full of pussies who cry about everything ohh my how the gamehas changed over the years
",2,5,1,1,4,1,2,5,2,3,4,1
1218,1609,"All the big-name Mafia motherfuckers received their money on a 7-game series. If everyone thinks Miami is not goingto win this game, you are crazy",2,3,1,1,5,1,3,5,1,3,3,1,All the Big Name Mob MF's got their money on a 7 game series..if y'all think MIAMI not gowin this game y'all trippin...,2,5,1,1,4,1,3,4,1,3,4,1
1219,1610,"The Spurs are hardly playing like they did the last game. I have never seen so many turnovers in my life fromthis team. Hmmm I wonder why
",3,2,2,5,2,2,4,2,3,4,3,1,"The SPURS aren't hardly playing like they did last game...I have never seen so many turnovers n my life fromthis team..hmmm I wonder why?
",1,3,2,5,4,2,4,1,3,3,4,1
1220,1611,"Jamie Foxx was wearing the shoes he wanted. His actions put us behind.
",,,,,,,,,,,,,"Really Jamie Foxx?! get your hands off my Jordan's WTF!!! He justset us back once again
",,,,,,,,,,,,
1221,1613,"When your ex likes your pictures on instagram. I thinkyou want me back.
",2,4,1,2,3,3,1,1,1,4,2,1,"When Your Ex likes Your Pics On Instagram >>>>>>>>>>>> I Be Like YeeeeeaaahhhhhhhBitch, You Want Me Back
",2,3,1,1,5,1,4,5,2,2,5,2
1222,1615,"Damn, I'm tired. I'm glad I only have to work a couple weeks now. My plant is shutting down, and allof us are going to Miami in July
",2,1,3,5,1,2,1,1,2,4,3,5,"Damn I'm tired glad I only gotta couple weeks left my plant shutdown allof July goin to Miami
",2,2,1,5,3,1,4,2,2,3,4,5
1223,1617,"It is crazy because black men lie to their hoes, saying they do not have a girlfriend, buthave a whole one. Shaking my head.
",,,,,,,,,,,,,"Its crazy cause niggas lie to they HOES sayin they dont have a girlfriend buthave a whole one smh
",,,,,,,,,,,,
1224,1616,"I got a paid off day I'm going to use for work. I'm tired as hell and can't go in today.Plus it feels good today
",2,3,4,5,1,2,1,1,1,4,3,5,I got a pa day I'm use for work tires as hell can't go in todayplus it feel good 2day,1,3,3,5,4,1,4,3,1,2,4,4
1225,1618,"The higher you go in life the less noise you will hear (less people at the top). If it is too noisy in your life, takeit up a notch! Let's go
",,,,,,,,,,,,,"The Higher You Go In Life The Less Noise You Will Hear (less people at the top) If Its To Noisy In Your Life TakeIt Up A Notch!!!LETS GO!!!
",,,,,,,,,,,,
1226,1619,"Thought of the day: I don't make many promises, but I promise to give life my best shot!
",3,4,2,4,1,3,1,1,1,4,2,1,"My Thought Of The Day: I Don't Make Many Promises But Here It Goes, Dear Life I Promise ToGive You My Best Shoot!!!
",1,4,2,2,5,1,5,5,4,1,5,1
1227,1622,"The emojis that I just sent to Quinton, it's so funny! We think alike so I knowhe is going to understand it.
",,,,,,,,,,,,,"The emojis I just sent Quinton. Kml, we think alike so Ikhe's qonna qet it .
",,,,,,,,,,,,
1228,1621,"I spent the day with my youngest daughter. First, it was ice cream, then it was shopping, now we are on theswings. Then, off to dinner
",3,2,4,5,1,2,1,1,1,4,2,1,"Spent the day with my youngest daughter, first it was ice cream, then it was shopping, now we r on theswings then off to dinner
",3,2,4,5,1,2,1,1,1,5,2,2
1229,1623,"You that shit phases me? Love, you were just a conversation piece. That's it. You jumped to conclusions. Now,you feel played... Oh, well
",3,3,1,1,5,2,2,5,1,4,1,1,"You think that shit phase me? Luv, you was just a convo piece. That's it. You jumped to conclusions. Nowyou feel played... Oh well!!
",3,3,1,1,5,3,1,5,1,4,3,1
1230,1625,"I love when the O's have a day game during the week. Listening to a baseball game on the radio and coding aretwo of my favorite things
",3,2,4,5,1,3,1,1,1,4,2,1,"I love when the o's have a day game during the week. Listening to a baseball game on the radio and coding aretwo of my favorite things.
",4,2,5,5,1,3,1,1,1,5,2,1
1231,1626,"I won't say that because I know a lot of people that didn't settle, but it didn't take 3 months though.",,,,,,,,,,,,,"I won't say dat...cuz I know a lot of ppl dat didn't settle, but itdidn't take 3 months tho...",,,,,,,,,,,,
1232,1627,"I may be stupid, but I'm not a huge fool nor the ugliestbecause you have that title
",3,2,3,5,1,1,3,2,4,3,4,1,"i may be dum, but im not the biggest jerk...nor the ugliestcuz u got that title
",2,1,2,4,5,2,3,5,5,3,4,1
1233,1629,"I never understood the reason for the different tracks. I just can’t waituntil they’re no longer part of my commute
",2,1,3,5,1,2,1,2,2,3,1,1,"I neva understood the reason for the differnt tracks...I just can't waittil they off my commute
",1,3,2,4,1,1,5,2,5,1,4,2
1234,1631,"Well look at you, you little lurker. I already discussed with Dion. I said I will dothe show. It just wansn't for the \""event\""
",,,,,,,,,,,,,"well look at chu, u lil lurker...I already discussed with dion. I said I will doshow...Just wasn't for ""event"" sheesh
",,,,,,,,,,,,
1235,1636,"The minute I sent it, I was like... wait this is Nate...  Then itwas too late. I'm shaking my head and laughing
",,,,,,,,,,,,,the min I sent it I was like...wait this Nate...den itwas 2 late. smh lol,,,,,,,,,,,,
1236,1637,"That's how I felt about my younger brothers, who are 18 and 16. They were my shadows, and I changed their stinkydiapers. They are both on Twitter now.",3,1,2,4,1,2,1,1,1,4,3,2,that's how I felt about my baby bros...18 and 16 and they was my shadows and I changed they stinkydiapers. Both on twitter now,2,4,1,3,1,2,4,3,1,3,4,2
1237,1642,"Dare I go out on a limb and say that the idea of a black woman being sassy isn'tappealing anymore
",2,1,1,3,3,2,1,4,1,4,3,1,"Dare I go on a limb and say...That ""Black woman sass"" isn't asappealing as it once was?
",2,3,1,3,4,1,1,5,1,4,5,1
1238,1645,"I'm on www.youtube.com. I'm listening now, and if I have to be open minded to enjoyI feel that I'm thinking too hard.
",,,,,,,,,,,,,im on youtubing listening now...and if I have to TRY to be open minded to enjoy Ifeel im thinking 2 hard.,,,,,,,,,,,,
1239,1646,"The Governor is trying to pay both sides against the middle and make money. The Vampers Governmentis gone now.
",3,4,2,1,5,2,1,2,1,4,2,1,"the Gov, tryin to pay both sides against the middle and make money...the Vampers Govtis gone now Billith here
",2,3,1,1,5,1,3,4,1,2,4,3
1240,1648,"Lez, you're a jerk ass! Well, you never told me your read it. You'vebeen all Redbone busy and shit
",1,3,1,1,4,1,3,5,2,2,4,2,"Lez ur a jerk ass! well u neva told me u read it...ubeen all redbone busy nshit!
",1,3,1,1,4,1,3,5,1,2,5,3
1241,1651,"I pop plan to expose LBJ's jump shot, he worked because he would have called him a genius. Let the heat cook.
",2,4,1,1,4,2,2,5,1,3,3,1,"If Pop plan to ""expose"" LBJ jump shot worked mogs woulda called hima genius...let the heat cook.
",4,4,1,4,5,2,1,3,1,4,2,1
1242,1652,"*Sets summer schedule* When are the KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Brothers Picnics
",2,1,4,5,1,2,1,1,1,4,2,1,"*sets summer schedule* When KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Bruhz Picnics?
",2,2,1,5,1,3,4,1,1,3,3,1
1243,1653,"Ooh, talk to Eb about that... She used to say that she \""wouldn't be one of those women that flashes herring.\"" Now ask her. It's funny
",3,2,2,5,1,2,1,1,1,5,3,1,"oooh talk to Eb bout dat...she use to say she ""wouldn't be 1 of dem women that flash herring"" NOW ask her. HA",1,2,1,1,5,1,3,4,1,2,5,1
1244,1654,"All right, I'm going to be late to the HP picnic... I'll probably be there around 5pm. But I still want to ridein like purple rain lbs",2,3,1,4,1,2,2,1,1,4,4,5,Aye imma be late to the HP picnic...prob around 5. But I still wanna ridein like purple rain lbs,2,3,1,2,4,2,3,4,2,3,4,2
1245,1655,"Being you is important on how you judge success. You are doing the right thing by following your own path.
",,,,,,,,,,,,,"hey as long as doing what u want yields u the results uwant. U doing right chiefette
",,,,,,,,,,,,
1246,1656,"I rather take a fake married person's advice than a single person about real shit. At least alevel of compromise is shown.
",,,,,,,,,,,,,"I rather take a ""fake"" married person advice than a single person about RS, at least alevel of compromise is shown
",,,,,,,,,,,,
1247,1658,"Showing how easy it is to admit the failure can be one's own fault. I accept it, and will strive todo better. Crazy world, right
",,,,,,,,,,,,,"showing how easy it is to admit the failure can be ones own fault....I accept it and will strive todo better. Crazy world right?
",,,,,,,,,,,,
1248,1659,"And I refuse to believe I never saw a woman breast feedand was the only one gawking
",,,,,,,,,,,,,And I refuse to believe I neva saw a chick breast feedand was only 1 staring!,,,,,,,,,,,,
1249,1661,"I'm pretty, but I am not beautiful. I sin, but I am not the devil. I'm good, but I amnot an angel. -Marilyn Monro
",3,2,5,4,1,4,1,1,1,5,1,1,"I'm Pretty, But I Am Not Beautiful. I Sin, But I Am Not The Devil. I'm Good, But I AmNot An Angel. -Marilyn Monroe.
",4,3,3,5,2,4,1,1,1,5,1,1
1250,1662,"Thank you, everyone, for the Father's Day wishes. I am sending blessings toall of the fathers out there.
",3,1,4,5,1,2,1,1,1,4,3,1,"Thank you everyone for the Father's Day wishes. Sending blessings toall the fathers out there.""
",3,2,5,5,1,2,1,1,1,5,2,1
1251,1664,"Well said! At least she's working. She's gonna have to work a lot of hours justto see any serious money. I'm laughing
",,,,,,,,,,,,,"Word! At least she working. she's gonna have to work mad hours justto see any paper lol""
",,,,,,,,,,,,
1252,1666,"Oh no, I didn't even know that she was there. There wasn't anyparking, now I feel bad
",2,1,3,4,1,2,1,1,1,4,2,1,"oh no!!! I didn't even know she was there. There was noparking. Smh. I feel bad!
",1,2,1,2,2,1,3,4,1,3,4,1
1253,1667,"Shout-out to all of my male friends and cousins who have never sugar-coated shit. They always kept it so real
",3,2,1,1,4,2,1,5,1,4,2,1,"S/O to all my male friends and cousins who never sugar coated shit,always kept it so real!
",2,4,1,2,5,2,1,5,1,4,1,1
1254,1668,"And, to be honest, I hate Yale. Laugh out loud. I just like a fewpeople on my dad's side.
",1,1,1,3,4,1,2,5,2,2,4,1,"And tbh I hate Yale lol I just like a fewpeople on my daddy side
",1,1,2,1,4,1,3,5,1,2,4,1
1255,1669,"All during school, I wanted to fight Sam and, man, I tried and what happened? My eyewas black and blue for two weeks
",3,4,1,1,4,2,1,2,1,3,2,1,"A all doing school I wanned to fight Sam and mon but I tryed an wat happen my eyewas blue for two weeks
",2,4,1,1,4,1,5,2,3,1,4,2
1256,1670,"Tossing a salad? Swimming in each other.
",2,1,5,5,1,3,5,1,1,2,5,1,"Me & your momma will make a salad and play in itlike it's a pool lol..!!!!????????
",2,2,2,2,4,1,4,5,2,2,5,1
1257,1674,"Light-skinned black people everywhere are upset about this new Instagram shit. Those black peopleare happy with the secret, and I'm laughing my ass off
",,,,,,,,,,,,,"Light skin niggas upset everywhere about this new Instagram shyt""them niggasglad in the low lmao
",,,,,,,,,,,,
1258,1675,"I thought I wanted these women but they want all the men. It's unbelievable.
",2,3,1,2,4,1,4,4,2,3,4,1,"I thought I was thirsty toward these bitches... But these bitches bethirsty for these players smfh
",1,2,1,1,4,1,3,5,1,2,4,1
1259,1678,I think that I'm going to have my 18th birthday in Ohio. Then again it's really cold. All I know that is I want something big.,2,4,2,5,1,2,3,1,1,4,2,1,Think ima have my 18th bday in Ohio. Then again It's gne cold as shit. All I knowis I want something big,2,4,1,3,4,1,4,2,2,2,5,1
1260,1677,"I've met cool gay people. I still feel that theshit is nasty, but they're cool though
",2,2,3,4,3,1,3,2,2,3,3,1,"I've meet co gay ppl . I still feel that theshit nasty but they cool
",2,2,1,2,4,2,3,3,4,2,4,1
1261,1679,"Ion really trusts what people say I've just been lied to so many times it'slike damn it, don't trust anyone
",,,,,,,,,,,,,"Ion really believe shit people say I just been lied to so many times It'slike Fuck dat.Trust no one
",,,,,,,,,,,,
1262,1680,"At 2 PM, we are giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass Tech on June 29, 2013",1,3,3,5,1,2,1,1,1,5,2,1,"At 2pm we will be giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass tech On June 29,2013.",2,3,4,5,1,2,1,1,1,4,2,1
1263,1681,"Visit all locations for tickets to the celebrity charity basketball game atCass Tech on June 29, 2013. Power b",,,,,,,,,,,,,Visit all locations for tickets to the celebrity charity b-ball game atCass Tech 6/29/13 powered by,,,,,,,,,,,,
1264,1683,"The alarm sounds mellow and I cant believe its an alarm. Could it be something else?
",3,2,4,5,1,2,1,1,1,4,1,1,lOl GA's Tornado Siren Sounds So Weak.! I'm Not 100% Positive That's What It Is...But WhatElse Could It Be? Smh,1,2,1,2,4,1,3,5,2,3,4,1
1265,1682,"Tyga and Big Sean, I love it. The beat is hard! I don'tlike the song too much
",3,4,2,1,5,3,1,1,1,4,2,1,"Tyga & big Sean - I'm gone. The beat tuff I don'tlike the song to much.
",3,4,2,2,5,3,1,2,1,3,2,1
1266,1684,"Alright listen, I have a special on tattoos. Bring two and spend $25 and get one free. Nobullshit. Hit me up for more information",2,4,2,1,3,1,1,4,2,3,4,1,AYE LISTEN GOT AH SPECIAL ON TATTOOS BRING 2 SPENDIN 25 GET YOU 1 FREE NOBULL HMU FOR MORE INFO!!!!!!!!!!!,1,4,1,1,4,1,4,5,2,3,5,1
1267,1685,"I'm about to kick my feet up and sip on a little drinkydrink to ease my mind
",2,2,4,5,1,2,1,2,1,3,1,4,"Bought to kick my feet up and sip on a lil drinkydrink to ease my mind
",3,1,4,5,1,2,1,1,1,3,2,4
1268,1688,"I am in no way trying to rush myself to grow up, but ages 21 and up just have more options thanages 20 and under do, that's funny",3,3,5,5,1,3,1,1,1,4,2,1,I am in no way Tryna rush to grow up but 21 and up just got more options then20 and under do lol,3,2,1,5,4,2,1,1,1,4,3,2
1269,1689,"I need to figure out how to manage these two jobs. Well, ifI get the other one
",2,4,1,5,1,2,1,1,1,4,2,3,"I need to try and work these too jobs out; well ifI get the other one
",3,4,2,5,1,2,1,1,1,4,1,2
1270,1690,I need to find some Air Jordan Pink 11s. I don't know what I was thinkingnot getting them when I had the chance,2,5,1,4,1,2,1,1,1,4,2,1,I need to find those pink 11s; wtf was I thinkingnot going to get them,2,4,1,1,3,1,2,5,2,3,4,1
1271,1692,"I saw one of those son of a guns in a yard on my way hometoday. I right near stole him.
",,,,,,,,,,,,,"Saw one of those son of a guns in a yard on my way hometoday. Right near stole him.
",,,,,,,,,,,,
1272,1693,"I would be a terrible kitty owner. I am not home enough to keep it company, andsomeone else took it home.
",3,1,3,4,1,1,1,3,2,4,2,5,"I'd be a terrible kitty owner. I'm not home enough to keep it company...andsomeone else took it home.
",2,1,3,5,1,4,1,1,3,5,1,5
1273,1696,"I've been listening to my SL brothers all day, but not because they're my friends. They're just better than you rappers.
",,,,,,,,,,,,,"I been listening to my SL bros all day...but not because they my homies theyjust better than you rappers
",,,,,,,,,,,,
1274,1697,"We'l you should've came to the best person for the job, which happens to be me but I understandyou don't deal with me anymore.
",,,,,,,,,,,,,"we'll u should have came to the beat person for the job...... Me but I see udon't fuck wit me nomore
",,,,,,,,,,,,
1275,1698,"My grandma told Eric he can spend the night knowing I am mad at his ass. Now, I gone and slipped upand let him dump the motherfucker. Laughing, but very serious.
",2,4,2,1,4,2,2,4,1,3,4,1,"My grandma told Eric he can spend da night knowing I was mad at his ass.......... Now I done slipped upn let him dtmf lbvvvvvvs
",1,4,1,1,5,1,5,5,2,2,5,1
1276,1699,"Tell your sister that you are a grown woman and you can make your owndecisions, thanks for her concern
",4,5,3,3,1,4,1,3,1,4,1,1,"tell yo sister that you R a grown woman and U can make UR owndecisions... Thanks for her concern...
",3,4,4,4,1,2,1,2,1,3,2,1
1277,1700,"If you read both of the tweets, I changed it up for you, because you're specia
",3,3,1,5,1,2,1,1,1,4,1,2,"if U read both of the tweets... I changed it up forU because U R special...
",2,1,3,4,1,2,1,1,1,4,2,1
1278,1701,"I must say, the girl was a complete waste of my time. Shit, I'm doing wonderful without her andmy BD. Seriously, fuck relationships
",1,3,1,1,4,1,1,5,2,3,4,1,"- Ii Must Say Shordy Was Ah Complete Waste Of Mhy Time Shid Um Doin Wonderful Without Ha &&'dMhy BD Pidd Fuk Relationships
",1,2,1,1,4,1,4,5,4,1,5,2
1279,1703,"The only logical reason to watch basketball is because of men who date the Kardashians. Is that similar to pretending to like \""Downton Abbey?\
",1,2,1,1,5,1,4,5,4,2,4,1,"The only logical reason to watch basketball is Kardashian-related men. is that likepretending to like Downton Abbey?
",2,1,1,1,5,1,4,5,3,2,5,1
1280,1704,"rachel has been ignoring the texts. I am going to confront her. I will put her in her place
",,,,,,,,,,,,,"If dis rachet hoe dnt txt me bck>> ima walk to haa housend slap haa ugly ass!
",,,,,,,,,,,,
1281,1705,"A teacher got into a fight with a student this morning. Now she is unemployed. She lost her job with only a fewdays left of school. What a shame
",2,3,1,1,5,1,1,4,2,3,4,1,"Teacher Got in a fight with a student this morning?? Now she is unemployed. Lost her job with only a fewdays left of school smh.
",1,2,1,1,4,2,1,4,1,3,4,1
1282,1707,"It's too early for the drunken friday night club pictures on instagram, right? Because I just saw a..
",,,,,,,,,,,,,"Its too early for the Drunk busted friday night club pics on IG right?Cause I just saw a.....
",,,,,,,,,,,,
1283,1708,"As Salaam Alaikum, how can we help our children in public school to stop being funneled into prison.
",4,5,3,5,1,4,2,1,1,5,1,1,"As Salaam Alaikum how can we help our children in public school tostop being funneled into prison.
",4,5,3,5,1,5,1,1,1,5,1,1
1284,1709,"You stop talking to me and yes, I do. What did you just do thatyou need a confirmation code for
",2,2,1,1,4,1,3,5,3,2,5,2,"you stop talking to me, & yes I Do. What you just made thatyou need a confirmation code?
",1,2,1,1,4,1,3,5,3,2,4,2
1285,1711,"I was at my brother's graduation. I DVR'd it and saw the fourth and OT when we went out to eat. There was no sound on theTV. My phone and were
",3,1,4,5,1,2,4,1,1,3,3,1,I was my bro's graduation DVR'd it Saw the 4th & OT when we went out to eat No sound on thetv My phone & were,3,1,2,5,1,2,4,1,2,4,4,2
1286,1712,"So I got into trouble for leaving work early!!! If it ain't one thing it's another.With mac and Sac!!
",2,1,1,2,4,1,3,4,1,2,4,5,"So i got in trouble for leaving work early!!! If i aint on thang is anotherwit mac and sac!!!!
",1,2,1,1,4,1,4,5,3,2,5,2
1287,1713,"Knowing that people in Africa were royal was a plus, but it didn't do much for my own identity. Knowing that, I'm a joint heir with Jesus.
",,,,,,,,,,,,,"Knowing that people in African were royal was a plus but didn't much for my own identity. Knowing that I'm ajoint heir w/ Jesus did.
",,,,,,,,,,,,
1288,1714,"Mailmen that are in the hood get chased by dogs and harassed whensocial security checks are late
",2,4,1,3,5,1,2,4,1,3,5,2,"Mailmen in the hood get chased by dogs and harassed whensocial security checks are late
",2,3,1,1,4,1,5,5,2,2,5,2
1289,1716,"My mom is in Miami getting ready to go on a cruise while I'm in HSV in theclassroom on a damn Saturday
",2,2,1,1,5,2,3,4,1,4,4,1,"My mom is in Miami getting ready to go on a cruise while I'm in hsv in theclassroom on a damn Saturday
",2,1,1,2,4,1,3,5,2,3,5,1
1290,1720,"SPANISHSPANIS
",,,,,,,,,,,,,"No puedo dejar de iñpresionarme, por la necia actitud de vender tu patria a imbesiles, que ni siquiera han sustentado lade ellos, no a cuba
",,,,,,,,,,,,
1291,1721,"Every Saturday, these people on the block opposite of mine have a barbecue. Cool... If only their weird sound system didn'tconstantly give me a headache
",,,,,,,,,,,,,"Every Sat, these people on the block opposite mine have a BBQ - Cool.. If only their WACK sound system didn'tconstantly give me a headache
",,,,,,,,,,,,
1292,1723,"You have to love that old Wine-O in the neighborhood. I havea two-month update in five minutes.
",3,3,1,5,1,1,1,2,1,4,2,1,U gotta love that old wine-o in the hood I gota 2month update in 5min,1,1,1,1,3,1,4,4,4,1,5,1
1293,1724,"Only God makes the rain fall, and it's falling a lot in Queens. But I don't have to go out, so let it rain, letit rain, let it rain
",3,2,5,5,1,2,1,1,1,4,3,5,"Only God makes the rain fall and it's falling a lot in Queens, but I don't have to go out so let it rain, letit rain, let it rain!
",2,3,5,5,1,1,2,1,1,4,3,4
1294,1727,"Genius invention would be an alarm clock that releases the smell of bacon in the morning. It would always wake people up.
",2,2,5,5,1,3,1,1,3,4,1,1,"Somebody needs to invent an alarm clock that releases the smell of bacon. A nukkawould never be late lol
",2,3,1,5,1,4,1,1,2,4,2,3
1295,1726,"Inner city translation of \""Let me call you back\"" is \""You have a great rest of the day. Talkto you tomorrow.\"" I'm laughing my ass off, I'm just saying
",,,,,,,,,,,,,"Ghetto translation~Lemme Call you back = You have a great rest of the day. Talkto you tomorrow lmao ijs
",,,,,,,,,,,,
1296,1728,"If I get one more damn mosquito bite. I know I'm caramel colored and tasty looking, but I'm sure there is some other fat people togo bite on, what the fuck, I'm laughing
",2,3,1,1,4,1,3,5,1,3,4,1,"If one more damn Mosquito bite me...... I know I'm Carmel and tasty looking, but I'm sure its some other fat ppl togo bite on wtf lol
",1,2,1,1,4,1,3,5,2,2,5,1
1297,1729,"You know when you wake up with so much energy it makes you lazy. That's really crazy
",3,1,2,5,1,2,1,1,1,4,3,4,"You know when you wakeup wit so much energy it makeyou lazy. That's hella crazy
",2,1,2,4,2,1,3,1,1,4,3,5
1298,1730,"A pretty women with bad breath is something I don't like.It's to hot for me to deal with messes today
",2,2,1,4,5,1,1,5,1,3,4,4,"Pretty women wit bad breath. That's that shyt I don't like. Plus itstoo hot for that mess
",1,1,2,1,4,1,4,5,4,1,5,1
1299,1731,"Someone told me that the coochi has pork in it. Is that true? And if so, does it come in vegetarian as well? I'm on a diet.
",2,2,4,5,1,2,1,1,2,4,2,1,"Somebody told me that coochi had pork in it. Is this true? And if so, does it come in vegetarian also?!I'm on a diet Lol
",3,4,2,5,1,2,1,1,1,3,3,5
1300,1722,"Big brother, I need you, and Wade, and Ray Allen, and Bosh, and Shane, and Mike Miller. Play hard on Danny Green,and Parker, and Duncan, and Neal
",3,4,2,5,1,3,1,1,1,4,1,1,"big bro i need yu &wade &ray allen &bosh & shane & mike Miller play hard on danny green& Parker &Duncan & Neal
",3,4,2,1,5,2,4,2,1,3,4,1
1301,1732,"If I was your best friend, would you let me do all the things that only a best friend can do?
",3,5,3,5,1,2,1,1,1,5,1,1,"If I was ur best friend, would you let me do all the things thatonly a best friend can?
",3,4,2,5,1,2,1,1,1,4,1,1
1302,1733,"I have a headache since I haven't been to sleep in two days. I'm going to sleep so good tonight. I have a hair appointmenttomorrow or a cut. I'm scared
",3,4,1,5,1,2,1,1,1,4,1,4,I have a head ache having been to sleep in 2days I'm going to sleep so good tonight hair appointmenttomorrow Or cut I'm scared.,2,3,1,5,1,2,3,1,1,4,3,4
1303,1734,"So, I'm very late. I had no idea that David Correy got a record deal. I loved him. I was so mad that he was voted off so early.
",,,,,,,,,,,,,"So I'm extra late I had no idea David Correy got a record deal. I loved him I was so mad hewas voted off so early.
",,,,,,,,,,,,
1304,1735,"You ask for my number. I tell you, \""I have a boyfriend.\"" Your response, \""So, I like competition.\"" N-wordsdon't have any respect. That's funny
",2,1,3,1,4,1,2,5,4,2,5,1,"U ask 4 my number..I tell u I have a bf..Ur response ""SO, I like competition."".niggasain't got no respect lol",2,3,1,1,4,1,3,5,2,2,4,1
1305,1736,"Don't try this at home kids... Okay, I will try itat my friend's house then..
",1,2,1,1,4,1,3,4,5,1,5,1,"dont try this at home kids ...okay i will try itat my friends house then...
",1,2,2,1,4,1,5,5,4,1,5,2
1306,1737,"What's up Tweed family? I have been up since 12 yesterday, that's funny.Shaking my head, always good morning",2,1,3,5,1,1,2,1,1,4,4,2,Wassup tweed fam? I have been up since 12 yesterday .lolsmh Alwayz gm ! :0),2,3,1,4,2,1,5,4,2,2,5,3
1307,1738,"My shoe collection is lacking right now. I need new work shoes, running shoes, Sperry's or loafers, and regular tennisshoes. I have to get it together
",3,4,2,5,1,2,1,1,1,4,1,3,"My shoe game is so weak right now. Need new work shoes, running shoes, sperry's/loafers and reg tennisshoes. Must step it up
",2,4,1,5,2,3,1,1,1,5,2,2
1308,1739,"Don't, like, people who have sex or are trying to have sex, have sex with the friends? That's crazy!Hands down! Male or female
",2,1,3,4,5,1,4,5,5,2,5,1,"Dnt like ppl who smash or try to smash the homies. That's whack!Hands down! Male or female!
",2,3,1,2,5,1,1,5,2,3,4,1
1309,1740,"Are you tired of hitting the beauty supplies and copying that black number one? Is your wig busted, disgusted, fried, dyed, and leaningto the side? Hit me up.
",2,4,1,3,5,1,1,4,1,3,3,1,R U TIRED OF HITIN THE BEAUTY SUPPLY AND COPPIN THAT BLACK NO.1! IS YOUR WIG BUSTED DISCUSTED FRYD DYED LEANIN2 DA SIDE HIT UP,1,2,1,1,4,1,4,5,1,2,5,1
1310,1741,"I'm feeling really anxious. I can't wait. I hope God hears my prayers and they releasemy baby. Help me, Lord
",2,3,1,4,1,2,3,1,1,3,3,1,"Feeling really anxious can't wait I hope God hears my prays and they releasemy baby help me lord
",2,4,1,5,1,2,3,1,1,2,4,1
1311,1742,"For once, can I meet a handsome, respectful guy with pants that do not sag? That is bad. At least don't have them sag so low. Ugh
",1,2,2,3,4,1,5,4,1,2,5,1,"For once can I meet a handsome respectful guy tht DOES NOT SAG HIS PANTS !!!!!???? Tht is trifling...at least notsoo low ! Ugh !
",1,1,2,2,4,1,3,5,1,2,5,1
1312,1743,"If we say to bring two forms of ID with you, why wouldyou bring just one with you
",2,1,3,4,1,2,1,1,5,3,4,1,"If we say two forms of ID why the fuck wouldyou come with just one...
",1,3,1,1,4,2,1,5,2,3,4,1
1313,1744,"I assumed I was making headwind. I am worried.
",,,,,,,,,,,,,"I thought I was making progress but I guess I was wrong. Smhthis is really bothering me.
",,,,,,,,,,,,
1314,1746,"I’m probably the only motherfucker on the planet that doesn’t like hot doughnuts. I hate whenthe hot sign is on.
",,,,,,,,,,,,,"I'm prob the only motherfucka on this planet that doesn't like hot doughnuts... Hate whenthe hot sign is on
",,,,,,,,,,,,
